"database_id","drug_concept_id","drug","ingredient_concept_id","ingredient","n_records","domain_id","vocabulary_id","concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","amount_value","amount_unit_concept_id","numerator_value","numerator_unit_concept_id","numerator_unit","denominator_value","denominator_unit_concept_id","denominator_unit","box_size","amount_unit","dose_form","result_obscured"
"CPRD GOLD",21045208,"Ofloxacin 3 MG/ML Ophthalmic Solution [Exocin] by Mawdsley-Brooks",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Marketed Product","S","OMOP408928",2017-08-24,2099-12-31,NA,NA,NA,3,8576,"milligram",NA,8587,"milliliter",NA,NA,"Ophthalmic Solution",TRUE
"CPRD GOLD",21084499,"Ofloxacin 400 MG Oral Tablet by Mylan",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Marketed Product","S","OMOP408880",2017-08-24,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",TRUE
"CPRD GOLD",21084501,"Ofloxacin 400 MG Oral Tablet [Tarivid] by Sanofi",923081,"ofloxacin",10546,"Drug","RxNorm Extension","Marketed Product","S","OMOP408913",2017-08-24,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",21084506,"Ofloxacin 3 MG/ML Ophthalmic Solution [Exocin] by Allergan",923081,"ofloxacin",11920,"Drug","RxNorm Extension","Marketed Product","S","OMOP408930",2017-08-24,2099-12-31,NA,NA,NA,3,8576,"milligram",NA,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",21094224,"Ofloxacin 200 MG Oral Tablet [Tarivid] by Sanofi",923081,"ofloxacin",19330,"Drug","RxNorm Extension","Marketed Product","S","OMOP408871",2017-08-24,2099-12-31,NA,200,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",21113965,"Ofloxacin 400 MG Oral Tablet by A A H",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Marketed Product","S","OMOP408889",2017-08-24,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",TRUE
"CPRD GOLD",21113968,"Ofloxacin 20 MG/ML Oral Solution",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Clinical Drug","S","OMOP408943",2017-08-24,2099-12-31,NA,NA,NA,20,8576,"milligram",NA,8587,"milliliter",NA,NA,"Oral Solution",TRUE
"CPRD GOLD",21172871,"Ofloxacin 200 MG Oral Tablet by Sandoz",923081,"ofloxacin",29,"Drug","RxNorm Extension","Marketed Product","S","OMOP408837",2017-08-24,2099-12-31,NA,200,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",35787402,"100 ML Ofloxacin 2 MG/ML Injectable Solution [Tarivid] by Sanofi",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Marketed Product","S","OMOP2788863",2017-08-24,2099-12-31,NA,NA,NA,200,8576,"milligram",100,8587,"milliliter",NA,NA,"Injectable Solution",TRUE
"CPRD GOLD",36896397,"100 ML Ofloxacin 2 MG/ML Injectable Solution",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP989434",2017-08-24,2099-12-31,NA,NA,NA,200,8576,"milligram",100,8587,"milliliter",NA,NA,"Injectable Solution",TRUE
"CPRD GOLD",41175163,"Ofloxacin Injectable Solution [Tarivid]",923081,"ofloxacin",NA,"Drug","RxNorm Extension","Branded Drug Form","S","OMOP2373125",2017-08-24,2099-12-31,NA,NA,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Injectable Solution",TRUE
"CPRD GOLD",1742254,"levofloxacin 250 MG Oral Tablet",1742253,"levofloxacin",13937,"Drug","RxNorm","Clinical Drug","S","199884",1970-01-01,2099-12-31,NA,250,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",1742255,"levofloxacin 500 MG Oral Tablet",1742253,"levofloxacin",44637,"Drug","RxNorm","Clinical Drug","S","199885",1970-01-01,2099-12-31,NA,500,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",19080152,"levofloxacin 5 MG/ML Ophthalmic Solution",1742253,"levofloxacin",2693,"Drug","RxNorm","Clinical Drug","S","314080",1970-01-01,2099-12-31,NA,NA,NA,5,8576,"milligram",NA,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",21035364,"Levofloxacin 500 MG Oral Tablet [Tavanic] by Sanofi",1742253,"levofloxacin",4730,"Drug","RxNorm Extension","Marketed Product","S","OMOP409005",2017-08-24,2099-12-31,NA,500,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",21074820,"Levofloxacin 250 MG Oral Tablet [Tavanic] by Sanofi",1742253,"levofloxacin",1719,"Drug","RxNorm Extension","Marketed Product","S","OMOP409090",2017-08-24,2099-12-31,NA,250,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",21118034,"0.5 ML Levofloxacin 5 MG/ML Ophthalmic Solution",1742253,"levofloxacin",657,"Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP287043",2017-08-24,2099-12-31,NA,NA,NA,2.5,8576,"milligram",0.5,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",40716826,"3 ML Levofloxacin 100 MG/ML Inhalant Solution [Quinsair] by Chiesi",1742253,"levofloxacin",20,"Drug","RxNorm Extension","Marketed Product","S","OMOP4740413",2018-06-04,2099-12-31,NA,NA,NA,300,8576,"milligram",3,8587,"milliliter",NA,NA,"Inhalation Solution",FALSE
"CPRD GOLD",40716829,"3 ML Levofloxacin 100 MG/ML Inhalant Solution",1742253,"levofloxacin",6,"Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP4740410",2018-06-04,2099-12-31,NA,NA,NA,300,8576,"milligram",3,8587,"milliliter",NA,NA,"Inhalation Solution",FALSE
"CPRD GOLD",40719368,"0.5 ML Levofloxacin 5 MG/ML Ophthalmic Solution [Oftaquix] by Santen",1742253,"levofloxacin",48,"Drug","RxNorm Extension","Marketed Product","S","OMOP4737861",2018-06-04,2099-12-31,NA,NA,NA,2.5,8576,"milligram",0.5,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",40719587,"0.3 ML Levofloxacin 5 MG/ML Ophthalmic Solution [Oftaquix] by Santen",1742253,"levofloxacin",49,"Drug","RxNorm Extension","Marketed Product","S","OMOP4737576",2018-06-04,2099-12-31,NA,NA,NA,1.5,8576,"milligram",0.3,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",40746481,"Levofloxacin 5 MG/ML Ophthalmic Solution [Oftaquix] by Santen",1742253,"levofloxacin",315,"Drug","RxNorm Extension","Marketed Product","S","OMOP4711145",2018-06-04,2099-12-31,NA,NA,NA,5,8576,"milligram",NA,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",41405669,"0.3 ML Levofloxacin 5 MG/ML Ophthalmic Solution",1742253,"levofloxacin",348,"Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP2603631",2017-08-24,2099-12-31,NA,NA,NA,1.5,8576,"milligram",0.3,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",42482686,"100 ML Levofloxacin 5 MG/ML Injectable Solution",1742253,"levofloxacin",27,"Drug","RxNorm Extension","Quant Clinical Drug","S","OMOP420165",2017-08-24,2099-12-31,NA,NA,NA,500,8576,"milligram",100,8587,"milliliter",NA,NA,"Injectable Solution",FALSE
"CPRD GOLD",43739745,"100 ML Levofloxacin 5 MG/ML Injectable Solution [Tavanic] by Sanofi",1742253,"levofloxacin",7,"Drug","RxNorm Extension","Marketed Product","S","OMOP841153",2017-08-24,2099-12-31,NA,NA,NA,500,8576,"milligram",100,8587,"milliliter",NA,NA,"Injectable Solution",FALSE
"CPRD GOLD",19008233,"norfloxacin 3 MG/ML Ophthalmic Solution [Noroxin]",1721543,"norfloxacin",10,"Drug","RxNorm","Branded Drug","S","106016",1970-01-01,2099-12-31,NA,NA,NA,3,8576,"milligram",NA,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",19019411,"norfloxacin 400 MG Oral Tablet",1721543,"norfloxacin",94883,"Drug","RxNorm","Clinical Drug","S","198044",1970-01-01,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",19079112,"norfloxacin 3 MG/ML Ophthalmic Solution",1721543,"norfloxacin",11,"Drug","RxNorm","Clinical Drug","S","312032",1970-01-01,2099-12-31,NA,NA,NA,3,8576,"milligram",NA,8587,"milliliter",NA,NA,"Ophthalmic Solution",FALSE
"CPRD GOLD",21044378,"Norfloxacin 400 MG Oral Tablet [Utinor] by Merck",1721543,"norfloxacin",25366,"Drug","RxNorm Extension","Marketed Product","S","OMOP393412",2017-08-24,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",21064031,"Norfloxacin 400 MG Oral Tablet by Genus",1721543,"norfloxacin",76,"Drug","RxNorm Extension","Marketed Product","S","OMOP393391",2017-08-24,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",FALSE
"CPRD GOLD",21083629,"Norfloxacin 400 MG Oral Tablet by A A H",1721543,"norfloxacin",NA,"Drug","RxNorm Extension","Marketed Product","S","OMOP393392",2017-08-24,2099-12-31,NA,400,8576,NA,NA,NA,NA,NA,NA,NA,"milligram","Oral Tablet",TRUE
